"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y_rep[104]",11.959,0.056003099525337,3.44547338136655,6,10,12,14,19,3785.06786065165,0.999621087827947
"y_rep[105]",2302.9845,0.791550929383775,50.6339481862439,2205,2269,2301,2337,2402,4091.90798749983,1.00012716603829
"y_rep[106]",633.90675,0.405021213758598,24.9930433819468,584.975,617,634,650,682,3807.87553423462,0.999165930093242
"y_rep[107]",2010.14625,0.778450266088148,50.0473280475459,1913.975,1976,2010,2044.25,2106,4133.3297062427,1.00077523519472
"y_rep[108]",52902.467,3.86920289564221,237.303089107633,52420,52749,52902,53061,53369.025,3761.52346340358,0.999558748647373
"y_rep[109]",770.722,0.468052146254512,29.5211549680507,713,751.75,771,790,829.025,3978.12300042684,0.999921145215752
"y_rep[110]",25806.66525,2.77592346373663,172.575646546327,25467.975,25690.75,25809,25925.25,26143.125,3864.95144796697,0.999822959684482
"y_rep[111]",24794.46,2.58278732566039,169.469735934914,24465,24679.75,24793,24910,25118.05,4305.33562091327,0.999790317700503
"y_rep[112]",15567.739,2.03299500767655,127.33502044158,15316,15483,15566.5,15655,15817.025,3923.04328887682,1.00001965761191
"y_rep[113]",30899.28875,2.99317014744355,179.722242347841,30549,30773.75,30903,31022,31249,3605.29533690857,1.0004388841882
"y_rep[114]",13515.42975,1.8211036582593,115.635699369527,13289.975,13435.75,13516,13594,13741.025,4031.94434932983,1.00004311061151
"y_rep[115]",12527.68925,1.80541841663944,113.098574289485,12310,12451,12529,12606,12742,3924.26678028291,1.00009348268845
"y_rep[116]",29540.30475,3.57570235682717,234.209951651933,29078,29379.75,29541,29697,30009.025,4290.30302293494,0.999639582786026
"y_rep[117]",10102.25925,1.63601089957217,100.630157739115,9912,10033,10100,10171,10298,3783.41447800604,0.999693668386538
"y_rep[118]",93003.66975,5.3337503080353,342.308076722979,92336.975,92766.75,93006,93234.25,93665.05,4118.78318334951,1.00069987015562
"y_rep[119]",17759.74575,2.2195675977385,139.025897432733,17486.95,17663,17758.5,17853,18027,3923.32840037114,0.99953239494617
"y_rep[120]",77655.91725,4.43953835676222,278.004543189398,77110.975,77469,77653.5,77845,78193.025,3921.28277297413,1.00098998881454
"y_rep[121]",21553.86675,2.37277071854781,149.90430554071,21251,21454,21555,21657.25,21840.025,3991.32107340493,0.999930784048199
"y_rep[122]",12600.79625,1.79428189856847,112.782397577097,12383,12524,12602,12678,12822,3950.94781904753,0.999946429581201
"y_rep[123]",3921.11075,1.06577824862435,63.200562198473,3798,3878,3922,3964,4045,3516.48021347648,0.999351371727677
"y_rep[124]",38660.335,3.17227348055459,200.321431564339,38268.975,38526,38660.5,38796.25,39047.025,3987.61837945364,0.999768388966721
"y_rep[125]",373300.66175,11.9048881941327,758.406076440012,371798.825,372806,373290,373817,374800.275,4058.38239937691,0.999921325303186
"y_rep[126]",57905.43,4.06676680815687,259.396793106755,57387,57734,57912,58079.25,58405.025,4068.46575378032,0.999450505877568
"y_rep[127]",5440.10125,1.45464926080925,97.7612439243738,5246,5374,5439,5506,5632,4516.65435504966,1.00024808717548
"y_rep[128]",0.0945,0.00474617647676192,0.302642773186542,0,0,0,0,1,4066.05127151566,1.00017167271754
"y_rep[129]",183.08975,0.221413784917243,13.8604914502809,156,174,183,193,210,3918.75350542324,0.999436180635482
"y_rep[130]",5203.0795,1.1658125512014,72.9381290712759,5063,5154,5203,5252,5346,3914.27906318738,0.999642936203012
"y_rep[131]",16230.596,1.99574709287477,129.031680519338,15971,16143,16231,16321,16482.025,4180.05211646149,0.999492110734403
"y_rep[132]",15.52925,0.0645691199352561,3.99764177014782,8,13,15,18,24,3833.16941597097,0.999866307485927
"y_rep[133]",257.555,0.261841391188724,16.4012110812352,226,247,257,268,290,3923.5142691261,1.00000710646909
"y_rep[134]",11984.63525,1.79700971735536,110.078490296443,11771.975,11912,11985.5,12058,12206,3752.35637508702,0.999610426234158
"y_rep[135]",4719.8145,1.09739872236684,68.4915021094975,4582,4673,4721,4766,4851,3895.33202565588,1.00046997481126
"y_rep[136]",34428.431,3.01154466224965,187.429783438839,34062,34300,34428.5,34554,34789,3873.45567155023,1.00012384174198
"y_rep[137]",203.82375,0.224415071791096,14.1683581099005,176,194,204,214,231,3985.97902162823,0.999862105649103
"y_rep[138]",172.5215,0.220390058318537,13.1155267530703,147,163,172,181,199,3541.50187170005,0.999566870891991
"y_rep[139]",607.431,0.398639954480741,25.038969157977,560,590,607,624,657.025,3945.2201381474,0.999806658012957
"y_rep[140]",172700.98275,7.10346287711911,450.972566256881,171802.975,172393,172704,173013.25,173564,4030.51012683933,0.999717826642478
"y_rep[141]",144.891,0.189922487264529,12.0479005215325,122,137,145,153,169,4024.11114534112,1.00040608092471
"y_rep[142]",8.8815,0.0492734668969802,2.9951127566598,3,7,9,11,15,3694.87808250984,0.999792988012751
"y_rep[143]",10.49825,0.0510665641496863,3.27760318039754,5,8,10,13,17,4119.45219409019,0.999981656467339
"y_rep[144]",33.29125,0.0910296724307077,5.80498474584343,22,29,33,37,45,4066.64447334737,1.0008634151407
"y_rep[145]",2280.00725,0.754434727603655,47.2474896556123,2187.975,2248,2280,2312,2375.025,3922.05910876606,0.99997360051222
"y_rep[146]",5068.9755,1.18284119281981,71.0326883234234,4935.975,5019,5068,5117.25,5214.025,3606.31469644308,0.999637332872619
"y_rep[147]",150026.24575,6.51701199466379,411.006295451375,149213,149743,150030,150311,150819.025,3977.40584418416,1.00070140289848
"y_rep[148]",3262.4755,0.952640056087379,61.3990501603253,3145,3222,3263,3304,3380.025,4153.99173681212,1.00000543013379
